group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
benchmark,u128,25,,,984800.0,ns,157539
benchmark,u128,25,,,1969300.0,ns,315078
benchmark,u128,25,,,2953900.0,ns,472617
benchmark,u128,25,,,4006000.0,ns,630156
benchmark,u128,25,,,4923100.0,ns,787695
benchmark,u128,25,,,5907800.0,ns,945234
benchmark,u128,25,,,6941100.0,ns,1102773
benchmark,u128,25,,,7877000.0,ns,1260312
benchmark,u128,25,,,8935200.0,ns,1417851
benchmark,u128,25,,,9912100.0,ns,1575390
benchmark,u128,25,,,10830900.0,ns,1732929
benchmark,u128,25,,,11865200.0,ns,1890468
benchmark,u128,25,,,12873000.0,ns,2048007
benchmark,u128,25,,,13851500.0,ns,2205546
benchmark,u128,25,,,14837000.0,ns,2363085
benchmark,u128,25,,,15832900.0,ns,2520624
benchmark,u128,25,,,16807600.0,ns,2678163
benchmark,u128,25,,,17793500.0,ns,2835702
benchmark,u128,25,,,18770600.0,ns,2993241
benchmark,u128,25,,,19765500.0,ns,3150780
benchmark,u128,25,,,20830700.0,ns,3308319
benchmark,u128,25,,,21725600.0,ns,3465858
benchmark,u128,25,,,23033900.0,ns,3623397
benchmark,u128,25,,,23723200.0,ns,3780936
benchmark,u128,25,,,24762200.0,ns,3938475
benchmark,u128,25,,,25678600.0,ns,4096014
benchmark,u128,25,,,26728500.0,ns,4253553
benchmark,u128,25,,,27708300.0,ns,4411092
benchmark,u128,25,,,28703700.0,ns,4568631
benchmark,u128,25,,,29688100.0,ns,4726170
benchmark,u128,25,,,30598700.0,ns,4883709
benchmark,u128,25,,,31692400.0,ns,5041248
benchmark,u128,25,,,32715100.0,ns,5198787
benchmark,u128,25,,,33613500.0,ns,5356326
benchmark,u128,25,,,34585800.0,ns,5513865
benchmark,u128,25,,,35578200.0,ns,5671404
benchmark,u128,25,,,36646900.0,ns,5828943
benchmark,u128,25,,,37569800.0,ns,5986482
benchmark,u128,25,,,38528100.0,ns,6144021
benchmark,u128,25,,,39621800.0,ns,6301560
benchmark,u128,25,,,40573700.0,ns,6459099
benchmark,u128,25,,,41510600.0,ns,6616638
benchmark,u128,25,,,42533900.0,ns,6774177
benchmark,u128,25,,,43538900.0,ns,6931716
benchmark,u128,25,,,44527600.0,ns,7089255
benchmark,u128,25,,,45439400.0,ns,7246794
benchmark,u128,25,,,46485700.0,ns,7404333
benchmark,u128,25,,,47493700.0,ns,7561872
benchmark,u128,25,,,48547700.0,ns,7719411
benchmark,u128,25,,,49687200.0,ns,7876950
benchmark,u128,25,,,50435000.0,ns,8034489
benchmark,u128,25,,,51408700.0,ns,8192028
benchmark,u128,25,,,52474800.0,ns,8349567
benchmark,u128,25,,,53376200.0,ns,8507106
benchmark,u128,25,,,54444900.0,ns,8664645
benchmark,u128,25,,,55364600.0,ns,8822184
benchmark,u128,25,,,56438800.0,ns,8979723
benchmark,u128,25,,,57357900.0,ns,9137262
benchmark,u128,25,,,58387000.0,ns,9294801
benchmark,u128,25,,,59342800.0,ns,9452340
benchmark,u128,25,,,60292000.0,ns,9609879
benchmark,u128,25,,,61337700.0,ns,9767418
benchmark,u128,25,,,62293800.0,ns,9924957
benchmark,u128,25,,,63309800.0,ns,10082496
benchmark,u128,25,,,64295100.0,ns,10240035
benchmark,u128,25,,,65238200.0,ns,10397574
benchmark,u128,25,,,66324000.0,ns,10555113
benchmark,u128,25,,,67755000.0,ns,10712652
benchmark,u128,25,,,68226500.0,ns,10870191
benchmark,u128,25,,,69196100.0,ns,11027730
benchmark,u128,25,,,70257800.0,ns,11185269
benchmark,u128,25,,,71222300.0,ns,11342808
benchmark,u128,25,,,72257100.0,ns,11500347
benchmark,u128,25,,,73231400.0,ns,11657886
benchmark,u128,25,,,74125800.0,ns,11815425
benchmark,u128,25,,,75116200.0,ns,11972964
benchmark,u128,25,,,76205700.0,ns,12130503
benchmark,u128,25,,,77161900.0,ns,12288042
benchmark,u128,25,,,78154600.0,ns,12445581
benchmark,u128,25,,,79136400.0,ns,12603120
benchmark,u128,25,,,80430800.0,ns,12760659
benchmark,u128,25,,,81150800.0,ns,12918198
benchmark,u128,25,,,82075300.0,ns,13075737
benchmark,u128,25,,,83085600.0,ns,13233276
benchmark,u128,25,,,84040800.0,ns,13390815
benchmark,u128,25,,,85140600.0,ns,13548354
benchmark,u128,25,,,86030200.0,ns,13705893
benchmark,u128,25,,,87074900.0,ns,13863432
benchmark,u128,25,,,88051000.0,ns,14020971
benchmark,u128,25,,,88983500.0,ns,14178510
benchmark,u128,25,,,90082700.0,ns,14336049
benchmark,u128,25,,,91076300.0,ns,14493588
benchmark,u128,25,,,92240400.0,ns,14651127
benchmark,u128,25,,,92992300.0,ns,14808666
benchmark,u128,25,,,93988000.0,ns,14966205
benchmark,u128,25,,,94974300.0,ns,15123744
benchmark,u128,25,,,95961000.0,ns,15281283
benchmark,u128,25,,,96949900.0,ns,15438822
benchmark,u128,25,,,97905800.0,ns,15596361
benchmark,u128,25,,,98959800.0,ns,15753900
