group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
benchmark,std neg i64,12,,,1006100.0,ns,117767
benchmark,std neg i64,12,,,2009000.0,ns,235534
benchmark,std neg i64,12,,,3017800.0,ns,353301
benchmark,std neg i64,12,,,4023800.0,ns,471068
benchmark,std neg i64,12,,,5095800.0,ns,588835
benchmark,std neg i64,12,,,6035600.0,ns,706602
benchmark,std neg i64,12,,,6874700.0,ns,824369
benchmark,std neg i64,12,,,8047500.0,ns,942136
benchmark,std neg i64,12,,,9098800.0,ns,1059903
benchmark,std neg i64,12,,,9691300.0,ns,1177670
benchmark,std neg i64,12,,,10890600.0,ns,1295437
benchmark,std neg i64,12,,,11707200.0,ns,1413204
benchmark,std neg i64,12,,,13113500.0,ns,1530971
benchmark,std neg i64,12,,,14083100.0,ns,1648738
benchmark,std neg i64,12,,,15117700.0,ns,1766505
benchmark,std neg i64,12,,,16164300.0,ns,1884272
benchmark,std neg i64,12,,,17210000.0,ns,2002039
benchmark,std neg i64,12,,,18172000.0,ns,2119806
benchmark,std neg i64,12,,,18925700.0,ns,2237573
benchmark,std neg i64,12,,,20194000.0,ns,2355340
benchmark,std neg i64,12,,,21236000.0,ns,2473107
benchmark,std neg i64,12,,,21933000.0,ns,2590874
benchmark,std neg i64,12,,,22663400.0,ns,2708641
benchmark,std neg i64,12,,,24008600.0,ns,2826408
benchmark,std neg i64,12,,,25245300.0,ns,2944175
benchmark,std neg i64,12,,,25798900.0,ns,3061942
benchmark,std neg i64,12,,,27033200.0,ns,3179709
benchmark,std neg i64,12,,,27286500.0,ns,3297476
benchmark,std neg i64,12,,,29273000.0,ns,3415243
benchmark,std neg i64,12,,,30239900.0,ns,3533010
benchmark,std neg i64,12,,,30671500.0,ns,3650777
benchmark,std neg i64,12,,,31164500.0,ns,3768544
benchmark,std neg i64,12,,,32826500.0,ns,3886311
benchmark,std neg i64,12,,,33465200.0,ns,4004078
benchmark,std neg i64,12,,,34059000.0,ns,4121845
benchmark,std neg i64,12,,,35359800.0,ns,4239612
benchmark,std neg i64,12,,,36664400.0,ns,4357379
benchmark,std neg i64,12,,,38333800.0,ns,4475146
benchmark,std neg i64,12,,,38742000.0,ns,4592913
benchmark,std neg i64,12,,,38970500.0,ns,4710680
