group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
benchmark,i64,1,,,954400.0,ns,381699
benchmark,i64,1,,,1908500.0,ns,763398
benchmark,i64,1,,,3101300.0,ns,1145097
benchmark,i64,1,,,4135200.0,ns,1526796
benchmark,i64,1,,,5221300.0,ns,1908495
benchmark,i64,1,,,5725500.0,ns,2290194
benchmark,i64,1,,,6679800.0,ns,2671893
benchmark,i64,1,,,8338900.0,ns,3053592
benchmark,i64,1,,,8588300.0,ns,3435291
benchmark,i64,1,,,10387400.0,ns,3816990
benchmark,i64,1,,,10566300.0,ns,4198689
benchmark,i64,1,,,11531300.0,ns,4580388
benchmark,i64,1,,,13439000.0,ns,4962087
benchmark,i64,1,,,13529100.0,ns,5343786
benchmark,i64,1,,,15573500.0,ns,5725485
benchmark,i64,1,,,15337500.0,ns,6107184
benchmark,i64,1,,,17360600.0,ns,6488883
benchmark,i64,1,,,17246700.0,ns,6870582
benchmark,i64,1,,,19485400.0,ns,7252281
benchmark,i64,1,,,19140100.0,ns,7633980
benchmark,i64,1,,,20094100.0,ns,8015679
benchmark,i64,1,,,21134900.0,ns,8397378
benchmark,i64,1,,,23099900.0,ns,8779077
benchmark,i64,1,,,24240500.0,ns,9160776
benchmark,i64,1,,,24782900.0,ns,9542475
benchmark,i64,1,,,25347200.0,ns,9924174
benchmark,i64,1,,,25834000.0,ns,10305873
benchmark,i64,1,,,28057500.0,ns,10687572
benchmark,i64,1,,,29965100.0,ns,11069271
benchmark,i64,1,,,29465900.0,ns,11450970
benchmark,i64,1,,,29717800.0,ns,11832669
benchmark,i64,1,,,31282300.0,ns,12214368
benchmark,i64,1,,,31619100.0,ns,12596067
benchmark,i64,1,,,34714500.0,ns,12977766
benchmark,i64,1,,,33793100.0,ns,13359465
benchmark,i64,1,,,34551900.0,ns,13741164
benchmark,i64,1,,,35922100.0,ns,14122863
benchmark,i64,1,,,38592400.0,ns,14504562
benchmark,i64,1,,,37433300.0,ns,14886261
benchmark,i64,1,,,39198700.0,ns,15267960
benchmark,i64,1,,,40995300.0,ns,15649659
benchmark,i64,1,,,41069500.0,ns,16031358
benchmark,i64,1,,,42370700.0,ns,16413057
benchmark,i64,1,,,44087200.0,ns,16794756
benchmark,i64,1,,,44352700.0,ns,17176455
benchmark,i64,1,,,44105800.0,ns,17558154
benchmark,i64,1,,,47200600.0,ns,17939853
benchmark,i64,1,,,47157400.0,ns,18321552
benchmark,i64,1,,,47624600.0,ns,18703251
benchmark,i64,1,,,47911700.0,ns,19084950
benchmark,i64,1,,,52421300.0,ns,19466649
benchmark,i64,1,,,52252800.0,ns,19848348
benchmark,i64,1,,,51528200.0,ns,20230047
benchmark,i64,1,,,53428400.0,ns,20611746
benchmark,i64,1,,,55152900.0,ns,20993445
benchmark,i64,1,,,56053200.0,ns,21375144
benchmark,i64,1,,,58532300.0,ns,21756843
benchmark,i64,1,,,55672600.0,ns,22138542
benchmark,i64,1,,,57785700.0,ns,22520241
benchmark,i64,1,,,58670500.0,ns,22901940
benchmark,i64,1,,,58583300.0,ns,23283639
benchmark,i64,1,,,62572100.0,ns,23665338
benchmark,i64,1,,,61015800.0,ns,24047037
benchmark,i64,1,,,63756300.0,ns,24428736
benchmark,i64,1,,,63529600.0,ns,24810435
benchmark,i64,1,,,65944700.0,ns,25192134
benchmark,i64,1,,,64277600.0,ns,25573833
benchmark,i64,1,,,67552200.0,ns,25955532
benchmark,i64,1,,,68528700.0,ns,26337231
benchmark,i64,1,,,68350300.0,ns,26718930
benchmark,i64,1,,,69274900.0,ns,27100629
benchmark,i64,1,,,72996400.0,ns,27482328
benchmark,i64,1,,,72505800.0,ns,27864027
benchmark,i64,1,,,72734400.0,ns,28245726
benchmark,i64,1,,,73124500.0,ns,28627425
benchmark,i64,1,,,75209900.0,ns,29009124
benchmark,i64,1,,,77364500.0,ns,29390823
benchmark,i64,1,,,78379900.0,ns,29772522
benchmark,i64,1,,,79773800.0,ns,30154221
benchmark,i64,1,,,77848800.0,ns,30535920
benchmark,i64,1,,,80020500.0,ns,30917619
benchmark,i64,1,,,80942700.0,ns,31299318
benchmark,i64,1,,,81372500.0,ns,31681017
benchmark,i64,1,,,83421000.0,ns,32062716
benchmark,i64,1,,,84047800.0,ns,32444415
benchmark,i64,1,,,85880300.0,ns,32826114
benchmark,i64,1,,,86188900.0,ns,33207813
benchmark,i64,1,,,86497700.0,ns,33589512
benchmark,i64,1,,,86560300.0,ns,33971211
benchmark,i64,1,,,87483900.0,ns,34352910
benchmark,i64,1,,,90852000.0,ns,34734609
benchmark,i64,1,,,93062700.0,ns,35116308
benchmark,i64,1,,,91042300.0,ns,35498007
benchmark,i64,1,,,93130700.0,ns,35879706
benchmark,i64,1,,,95331700.0,ns,36261405
benchmark,i64,1,,,96990500.0,ns,36643104
benchmark,i64,1,,,98133100.0,ns,37024803
benchmark,i64,1,,,96311900.0,ns,37406502
benchmark,i64,1,,,97314800.0,ns,37788201
benchmark,i64,1,,,96625000.0,ns,38169900
