group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
benchmark,std u128,17,,,1283500.0,ns,55808
benchmark,std u128,17,,,2477800.0,ns,111616
benchmark,std u128,17,,,3710400.0,ns,167424
benchmark,std u128,17,,,4950100.0,ns,223232
benchmark,std u128,17,,,6270000.0,ns,279040
benchmark,std u128,17,,,7420700.0,ns,334848
benchmark,std u128,17,,,8711300.0,ns,390656
benchmark,std u128,17,,,9846200.0,ns,446464
benchmark,std u128,17,,,11236500.0,ns,502272
benchmark,std u128,17,,,12424600.0,ns,558080
benchmark,std u128,17,,,13680500.0,ns,613888
benchmark,std u128,17,,,14841500.0,ns,669696
benchmark,std u128,17,,,16067700.0,ns,725504
benchmark,std u128,17,,,17394300.0,ns,781312
benchmark,std u128,17,,,18551300.0,ns,837120
benchmark,std u128,17,,,19825600.0,ns,892928
benchmark,std u128,17,,,21041200.0,ns,948736
benchmark,std u128,17,,,22244700.0,ns,1004544
benchmark,std u128,17,,,23553400.0,ns,1060352
benchmark,std u128,17,,,24663000.0,ns,1116160
benchmark,std u128,17,,,25902500.0,ns,1171968
benchmark,std u128,17,,,27256700.0,ns,1227776
benchmark,std u128,17,,,28399400.0,ns,1283584
benchmark,std u128,17,,,30060800.0,ns,1339392
benchmark,std u128,17,,,31136400.0,ns,1395200
benchmark,std u128,17,,,32050700.0,ns,1451008
benchmark,std u128,17,,,33462000.0,ns,1506816
benchmark,std u128,17,,,34696000.0,ns,1562624
benchmark,std u128,17,,,35749400.0,ns,1618432
benchmark,std u128,17,,,30923900.0,ns,1674240
benchmark,std u128,17,,,29690800.0,ns,1730048
benchmark,std u128,17,,,36468100.0,ns,1785856
benchmark,std u128,17,,,41168000.0,ns,1841664
benchmark,std u128,17,,,42308500.0,ns,1897472
benchmark,std u128,17,,,43475400.0,ns,1953280
benchmark,std u128,17,,,44832600.0,ns,2009088
benchmark,std u128,17,,,45561200.0,ns,2064896
benchmark,std u128,17,,,46821000.0,ns,2120704
benchmark,std u128,17,,,42574400.0,ns,2176512
benchmark,std u128,17,,,38730400.0,ns,2232320
benchmark,std u128,17,,,39308700.0,ns,2288128
benchmark,std u128,17,,,40186700.0,ns,2343936
benchmark,std u128,17,,,41223200.0,ns,2399744
benchmark,std u128,17,,,42175800.0,ns,2455552
benchmark,std u128,17,,,43044600.0,ns,2511360
benchmark,std u128,17,,,44080600.0,ns,2567168
benchmark,std u128,17,,,45030100.0,ns,2622976
benchmark,std u128,17,,,45967400.0,ns,2678784
benchmark,std u128,17,,,46949100.0,ns,2734592
benchmark,std u128,17,,,47896100.0,ns,2790400
benchmark,std u128,17,,,48828900.0,ns,2846208
benchmark,std u128,17,,,49769300.0,ns,2902016
benchmark,std u128,17,,,50824000.0,ns,2957824
benchmark,std u128,17,,,51715000.0,ns,3013632
benchmark,std u128,17,,,52651100.0,ns,3069440
benchmark,std u128,17,,,53662200.0,ns,3125248
benchmark,std u128,17,,,54574400.0,ns,3181056
benchmark,std u128,17,,,55557600.0,ns,3236864
benchmark,std u128,17,,,56501300.0,ns,3292672
benchmark,std u128,17,,,57458100.0,ns,3348480
benchmark,std u128,17,,,58760700.0,ns,3404288
benchmark,std u128,17,,,59379500.0,ns,3460096
benchmark,std u128,17,,,60611800.0,ns,3515904
benchmark,std u128,17,,,64540700.0,ns,3571712
benchmark,std u128,17,,,62291500.0,ns,3627520
benchmark,std u128,17,,,63195000.0,ns,3683328
benchmark,std u128,17,,,79584000.0,ns,3739136
benchmark,std u128,17,,,84396800.0,ns,3794944
benchmark,std u128,17,,,85755200.0,ns,3850752
benchmark,std u128,17,,,86916700.0,ns,3906560
benchmark,std u128,17,,,88356000.0,ns,3962368
benchmark,std u128,17,,,89059700.0,ns,4018176
benchmark,std u128,17,,,73046900.0,ns,4073984
benchmark,std u128,17,,,70939800.0,ns,4129792
benchmark,std u128,17,,,81103400.0,ns,4185600
benchmark,std u128,17,,,94761900.0,ns,4241408
benchmark,std u128,17,,,94827900.0,ns,4297216
benchmark,std u128,17,,,74657200.0,ns,4353024
benchmark,std u128,17,,,75689500.0,ns,4408832
benchmark,std u128,17,,,76628900.0,ns,4464640
benchmark,std u128,17,,,77598200.0,ns,4520448
benchmark,std u128,17,,,78564600.0,ns,4576256
benchmark,std u128,17,,,79484800.0,ns,4632064
benchmark,std u128,17,,,80400600.0,ns,4687872
benchmark,std u128,17,,,81452200.0,ns,4743680
benchmark,std u128,17,,,82341300.0,ns,4799488
benchmark,std u128,17,,,96114300.0,ns,4855296
benchmark,std u128,17,,,108858700.0,ns,4911104
benchmark,std u128,17,,,110112800.0,ns,4966912
benchmark,std u128,17,,,111596400.0,ns,5022720
benchmark,std u128,17,,,112888800.0,ns,5078528
benchmark,std u128,17,,,114001300.0,ns,5134336
benchmark,std u128,17,,,115458700.0,ns,5190144
benchmark,std u128,17,,,116396600.0,ns,5245952
benchmark,std u128,17,,,117689700.0,ns,5301760
benchmark,std u128,17,,,111378100.0,ns,5357568
benchmark,std u128,17,,,93968900.0,ns,5413376
benchmark,std u128,17,,,93869600.0,ns,5469184
benchmark,std u128,17,,,94839500.0,ns,5524992
benchmark,std u128,17,,,95814100.0,ns,5580800
