group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
benchmark,std i64,7,,,1055800.0,ns,144001
benchmark,std i64,7,,,1980900.0,ns,288002
benchmark,std i64,7,,,2970000.0,ns,432003
benchmark,std i64,7,,,4020100.0,ns,576004
benchmark,std i64,7,,,5025100.0,ns,720005
benchmark,std i64,7,,,6038200.0,ns,864006
benchmark,std i64,7,,,6930100.0,ns,1008007
benchmark,std i64,7,,,7989200.0,ns,1152008
benchmark,std i64,7,,,8910100.0,ns,1296009
benchmark,std i64,7,,,9946300.0,ns,1440010
benchmark,std i64,7,,,11052600.0,ns,1584011
benchmark,std i64,7,,,12240100.0,ns,1728012
benchmark,std i64,7,,,12987000.0,ns,1872013
benchmark,std i64,7,,,13925400.0,ns,2016014
benchmark,std i64,7,,,14895100.0,ns,2160015
benchmark,std i64,7,,,15910900.0,ns,2304016
benchmark,std i64,7,,,16432800.0,ns,2448017
benchmark,std i64,7,,,17885300.0,ns,2592018
benchmark,std i64,7,,,18879800.0,ns,2736019
benchmark,std i64,7,,,19862300.0,ns,2880020
benchmark,std i64,7,,,19916000.0,ns,3024021
benchmark,std i64,7,,,21839900.0,ns,3168022
benchmark,std i64,7,,,22578000.0,ns,3312023
benchmark,std i64,7,,,23904300.0,ns,3456024
benchmark,std i64,7,,,24367500.0,ns,3600025
benchmark,std i64,7,,,24839900.0,ns,3744026
benchmark,std i64,7,,,27764700.0,ns,3888027
benchmark,std i64,7,,,27876900.0,ns,4032028
benchmark,std i64,7,,,27981700.0,ns,4176029
benchmark,std i64,7,,,29868900.0,ns,4320030
benchmark,std i64,7,,,30817300.0,ns,4464031
benchmark,std i64,7,,,31880000.0,ns,4608032
benchmark,std i64,7,,,31721500.0,ns,4752033
benchmark,std i64,7,,,33896000.0,ns,4896034
benchmark,std i64,7,,,33901000.0,ns,5040035
benchmark,std i64,7,,,35816100.0,ns,5184036
benchmark,std i64,7,,,36778600.0,ns,5328037
benchmark,std i64,7,,,37832900.0,ns,5472038
benchmark,std i64,7,,,38765000.0,ns,5616039
benchmark,std i64,7,,,39820300.0,ns,5760040
benchmark,std i64,7,,,40752800.0,ns,5904041
benchmark,std i64,7,,,41817300.0,ns,6048042
benchmark,std i64,7,,,42418500.0,ns,6192043
benchmark,std i64,7,,,43779700.0,ns,6336044
benchmark,std i64,7,,,44027700.0,ns,6480045
benchmark,std i64,7,,,46189000.0,ns,6624046
benchmark,std i64,7,,,45772900.0,ns,6768047
benchmark,std i64,7,,,46737000.0,ns,6912048
benchmark,std i64,7,,,48699500.0,ns,7056049
benchmark,std i64,7,,,49649100.0,ns,7200050
benchmark,std i64,7,,,50694200.0,ns,7344051
benchmark,std i64,7,,,50743700.0,ns,7488052
benchmark,std i64,7,,,55416900.0,ns,7632053
benchmark,std i64,7,,,53836400.0,ns,7776054
benchmark,std i64,7,,,55748400.0,ns,7920055
benchmark,std i64,7,,,55351300.0,ns,8064056
benchmark,std i64,7,,,55950700.0,ns,8208057
benchmark,std i64,7,,,56675800.0,ns,8352058
benchmark,std i64,7,,,58690600.0,ns,8496059
benchmark,std i64,7,,,59684300.0,ns,8640060
benchmark,std i64,7,,,59786500.0,ns,8784061
benchmark,std i64,7,,,61711300.0,ns,8928062
benchmark,std i64,7,,,62653200.0,ns,9072063
benchmark,std i64,7,,,63893100.0,ns,9216064
benchmark,std i64,7,,,64604400.0,ns,9360065
benchmark,std i64,7,,,66076500.0,ns,9504066
benchmark,std i64,7,,,66612400.0,ns,9648067
benchmark,std i64,7,,,66593900.0,ns,9792068
benchmark,std i64,7,,,68613100.0,ns,9936069
benchmark,std i64,7,,,67616400.0,ns,10080070
benchmark,std i64,7,,,70521900.0,ns,10224071
benchmark,std i64,7,,,70858000.0,ns,10368072
benchmark,std i64,7,,,72279300.0,ns,10512073
benchmark,std i64,7,,,73471400.0,ns,10656074
benchmark,std i64,7,,,73564300.0,ns,10800075
benchmark,std i64,7,,,75513100.0,ns,10944076
benchmark,std i64,7,,,76544600.0,ns,11088077
benchmark,std i64,7,,,77009300.0,ns,11232078
benchmark,std i64,7,,,77985500.0,ns,11376079
benchmark,std i64,7,,,79064900.0,ns,11520080
benchmark,std i64,7,,,79875100.0,ns,11664081
benchmark,std i64,7,,,80743900.0,ns,11808082
benchmark,std i64,7,,,80550400.0,ns,11952083
benchmark,std i64,7,,,83916500.0,ns,12096084
benchmark,std i64,7,,,88260600.0,ns,12240085
benchmark,std i64,7,,,87773100.0,ns,12384086
benchmark,std i64,7,,,87090800.0,ns,12528087
benchmark,std i64,7,,,86425700.0,ns,12672088
benchmark,std i64,7,,,85945900.0,ns,12816089
benchmark,std i64,7,,,89723700.0,ns,12960090
benchmark,std i64,7,,,89507000.0,ns,13104091
benchmark,std i64,7,,,93206500.0,ns,13248092
benchmark,std i64,7,,,91916600.0,ns,13392093
benchmark,std i64,7,,,92566600.0,ns,13536094
benchmark,std i64,7,,,94543800.0,ns,13680095
benchmark,std i64,7,,,95624600.0,ns,13824096
benchmark,std i64,7,,,96463900.0,ns,13968097
benchmark,std i64,7,,,97985200.0,ns,14112098
benchmark,std i64,7,,,98432500.0,ns,14256099
benchmark,std i64,7,,,98369000.0,ns,14400100
